file,audio_filename,n_segments,mean_segment_duration_s,total_duration_s
kjoellefjord_03gm-jbj_sb_amg_sl_eo.conc.ort.trs,kjoellefjord_03gm-jbj,290,3.853,1117.440
kjoellefjord_04gk-jbj_sb_amg.trs,kjoellefjord_04gk-jbj,290,4.691,1360.320
kjoellefjord_04gk-jbj_sb_amg_sl_eo.conc.ort.trs,kjoellefjord_04gk-jbj,290,4.691,1360.320
kristiansand_01um-02uk_eo_lh.trs,kristiansand_01um-02uk,409,2.991,1223.520
kristiansand_01um-02uk_eo_lh_akl_et.conc.ort.trs,kristiansand_01um-02uk,409,2.991,1223.520
kristiansand_01um-mi_eo_lh.trs,kristiansand_01um-mi,95,6.827,648.520
kristiansand_01um-mi_eo_lh_akl_vb.conc.ort.trs,kristiansand_01um-mi,95,6.827,648.520
kristiansand_02uk-sl_eo_ifg_lh.trs,kristiansand_02uk-sl,101,20.410,2061.440
kristiansand_02uk-sl_eo_ifg_lh_akl_et.conc.ort.trs,kristiansand_02uk-sl,101,20.410,2061.440
kristiansand_03gm-04gk_ifg_lh_lh.trs,kristiansand_03gm-04gk,330,3.542,1168.760
kristiansand_03gm-04gk_ifg_lh_lh_akl_eo.conc.ort.trs,kristiansand_03gm-04gk,330,3.542,1168.760
kristiansand_03gm-sl_ifg_eo.trs,kristiansand_03gm-sl,134,13.164,1763.960
kristiansand_03gm-sl_ifg_eo_akl_eo.conc.ort.trs,kristiansand_03gm-sl,134,13.164,1763.960
kristiansand_04gk-mi_ifg_eo.trs,kristiansand_04gk-mi,138,5.662,781.320
kristiansand_04gk-mi_ifg_eo_akl_eo.conc.ort.trs,kristiansand_04gk-mi,138,5.662,781.320
kvaefjord_01um-02uk_ifg_sb_amg.trs,kvaefjord_01um-02uk,573,3.457,1980.840
kvaefjord_01um-02uk_ifg_sb_amg_akl_eo.conc.ort.trs,kvaefjord_01um-02uk,573,3.457,1980.840
kvaefjord_01um-ov_ifg_sb_amg.trs,kvaefjord_01um-ov,106,6.432,681.840
kvaefjord_01um-ov_ifg_sb_amg_akl_eo.conc.ort.trs,kvaefjord_01um-ov,106,6.432,681.840
kvaefjord_02uk-ov_ifg_sb_amg.trs,kvaefjord_02uk-ov,101,4.431,447.560
kvaefjord_02uk-ov_ifg_sb_amg_akl_eo.conc.ort.trs,kvaefjord_02uk-ov,101,4.431,447.560
kvaefjord_03gm-04gk_sb_amg.trs,kvaefjord_03gm-04gk,580,3.777,2190.680
kvaefjord_03gm-04gk_sb_amg_akl_eo.conc.ort.trs,kvaefjord_03gm-04gk,580,3.777,2190.680
kvaefjord_03gm-ov_sb_amg.trs,kvaefjord_03gm-ov,105,7.324,769.040
kvaefjord_03gm-ov_sb_amg_akl_eo.conc.ort.trs,kvaefjord_03gm-ov,105,7.324,769.040
kvaefjord_04gk-ov_sb_amg.trs,kvaefjord_04gk-ov,131,5.705,747.360
kvaefjord_04gk-ov_sb_amg_akl_eo.conc.ort.trs,kvaefjord_04gk-ov,131,5.705,747.360
kvaenangen_01um-02uk_kk_ifg.trs,kvaenangen_01um-02uk,712,3.818,2718.200
kvaenangen_01um-02uk_kk_ifg_akl_eo.conc.ort.trs,kvaenangen_01um-02uk,712,3.818,2718.200
kvaenangen_01um-ov_kk_eo.trs,kvaenangen_01um-ov,157,4.472,702.040
kvaenangen_01um-ov_kk_eo_eo_akl.conc.ort.trs,kvaenangen_01um-ov,157,4.472,702.040
kvaenangen_02uk-ov_kk_eo.trs,kvaenangen_02uk-ov,153,4.447,680.440
kvaenangen_02uk-ov_kk_eo_eo_akl.conc.ort.trs,kvaenangen_02uk-ov,153,4.447,680.440
kvaenangen_03gm-04gk_eo_kk.trs,kvaenangen_03gm-04gk,574,4.083,2343.480
kvaenangen_03gm-04gk_eo_kk_akl_et.conc.ort.trs,kvaenangen_03gm-04gk,574,4.083,2343.480
kvaenangen_03gm-ov_eo_ifg.trs,kvaenangen_03gm-ov,189,4.642,877.320
kvaenangen_03gm-ov_eo_ifg_eo_et.conc.ort.trs,kvaenangen_03gm-ov,189,4.642,877.320
kvaenangen_04gk-ov_eo_kk.trs,kvaenangen_04gk-ov,158,5.834,921.760
kvaenangen_04gk-ov_eo_kk_akl_et.conc.ort.trs,kvaenangen_04gk-ov,158,5.834,921.760
kvam_03gm-sl_sb_lh.trs,kvam_03gm-sl,206,3.850,793.000
kvam_03gm-sl_sb_lh_ifg_vb.conc.ort.trs,kvam_03gm-sl,206,3.850,793.000
kvam_04gk-mi_sb_lh.trs,kvam_04gk-mi,250,5.446,1361.480
kvam_04gk-mi_sb_lh_ifg_vb.conc.ort.trs,kvam_04gk-mi,250,5.446,1361.480
kvinnherad_01um-02uk_amg_ahl_lh.trs,kvinnherad_01um-02uk,352,4.306,1515.813
kvinnherad_01um-02uk_amg_ahl_lh_sl_eo.conc.ort.trs,kvinnherad_01um-02uk,352,4.306,1515.813
kvinnherad_01um-sl_amg_ahl_lh.trs,kvinnherad_01um-sl,127,6.017,764.130
kvinnherad_01um-sl_amg_ahl_lh_sl_eo.conc.ort.trs,kvinnherad_01um-sl,127,6.017,764.130
kvinnherad_02uk-eo_amg_ahl_lh.trs,kvinnherad_02uk-eo,88,6.451,567.700
kvinnherad_02uk-eo_amg_ahl_lh_sl_eo.conc.ort.trs,kvinnherad_02uk-eo,88,6.451,567.700
kvinnherad_03gm-04gk_eo_sb.trs,kvinnherad_03gm-04gk,315,3.288,1035.833
kvinnherad_03gm-04gk_eo_sb_sl_vb.conc.ort.trs,kvinnherad_03gm-04gk,315,3.288,1035.833
kvinnherad_03gm-sl_amg_lh.trs,kvinnherad_03gm-sl,188,4.542,853.952
kvinnherad_03gm-sl_amg_lh_sl_vb.conc.ort.trs,kvinnherad_03gm-sl,188,4.542,853.952
kvinnherad_04gk-eo_amg_lh.trs,kvinnherad_04gk-eo,149,3.904,581.713
kvinnherad_04gk-eo_amg_lh_lh_vb.conc.ort.trs,kvinnherad_04gk-eo,149,3.904,581.713
lakselv_01um-02uk_hl_eo.trs,lakselv_01um-02uk,503,4.588,2307.640
lakselv_01um-02uk_hl_eo_eo_vb.conc.ort.trs,lakselv_01um-02uk,503,4.588,2307.640
lakselv_01um-ov_hl_eo.trs,lakselv_01um-ov,133,6.250,831.280
lakselv_01um-ov_hl_eo_eo_vb.conc.ort.trs,lakselv_01um-ov,133,6.250,831.280
lakselv_02uk-ov_hl_eo.trs,lakselv_02uk-ov,119,5.471,651.040
lakselv_02uk-ov_hl_eo_eo_vb.conc.ort.trs,lakselv_02uk-ov,119,5.471,651.040
lakselv_03gm-04gk_ifg_kk.trs,lakselv_03gm-04gk,635,4.096,2601.160
lakselv_03gm-04gk_ifg_kk_vb.conc.ort.trs,lakselv_03gm-04gk,635,4.096,2601.160
lakselv_03gm-ov_ifg_eo.trs,lakselv_03gm-ov,195,5.708,1113.080
lakselv_03gm-ov_ifg_eo_eo_vb.conc.ort.trs,lakselv_03gm-ov,195,5.708,1113.080
lakselv_04gk-ov_ifg_eo.trs,lakselv_04gk-ov,194,5.074,984.360
lakselv_04gk-ov_ifg_eo_eo_vb.conc.ort.trs,lakselv_04gk-ov,194,5.074,984.360
landvik_01um-02uk_sb_amg.trs,landvik_01um-02uk,337,3.205,1080.000
landvik_01um-02uk_sb_amg_akl.conc.ort.trs,landvik_01um-02uk,337,3.205,1080.000
landvik_01um-lh_sb_amg.trs,landvik_01um-lh,189,3.850,727.680
landvik_01um-lh_sb_amg_akl.conc.ort.trs,landvik_01um-lh,189,3.850,727.680
landvik_02uk-sl_sb_lh.trs,landvik_02uk-sl,155,4.645,720.040
landvik_02uk-sl_sb_lh_akl.conc.ort.trs,landvik_02uk-sl,155,4.645,720.040
landvik_03gm-04gk_amg_lh.trs,landvik_03gm-04gk,378,4.045,1528.880
landvik_03gm-04gk_amg_lh_akl.conc.ort.trs,landvik_03gm-04gk,378,4.045,1528.880
landvik_03gm-sl_amg_lh.trs,landvik_03gm-sl,171,6.686,1143.360
landvik_03gm-sl_amg_lh_akl.conc.ort.trs,landvik_03gm-sl,171,6.686,1143.360
landvik_04gk-lh_amg_ahl.trs,landvik_04gk-lh,90,6.737,606.320
landvik_04gk-lh_amg_ahl_akl.conc.ort.trs,landvik_04gk-lh,90,6.737,606.320
langesund_01um-02uk_lh_mi.trs,langesund_01um-02uk,307,3.676,1128.480
langesund_01um-02uk_lh_mi_sl_akl.conc.ort.trs,langesund_01um-02uk,307,3.676,1128.480
langesund_01um-sl_lh_eo.trs,langesund_01um-sl,120,3.657,438.840
langesund_01um-sl_lh_eo_sl_akl.conc.ort.trs,langesund_01um-sl,120,3.657,438.840
langesund_02uk-sl_lh_mi.trs,langesund_02uk-sl,146,2.730,398.520
langesund_02uk-sl_lh_mi_sl_akl.conc.ort.trs,langesund_02uk-sl,146,2.730,398.520
langesund_03gm-04gk_eo_lh.trs,langesund_03gm-04gk,359,3.401,1220.960
langesund_03gm-04gk_eo_lh_sl_akl.conc.ort.trs,langesund_03gm-04gk,359,3.401,1220.960
langesund_03gm-amg_eo_lh.trs,langesund_03gm-amg,85,7.260,617.080
langesund_03gm-amg_eo_lh_sl_akl.conc.ort.trs,langesund_03gm-amg,85,7.260,617.080
langesund_04gk-amg_eo_lh.trs,langesund_04gk-amg,105,7.363,773.120
langesund_04gk-amg_eo_lh_sl_akl.conc.ort.trs,langesund_04gk-amg,105,7.363,773.120
lardal_01um-02uk_ifg_sb.trs,lardal_01um-02uk,464,3.090,1433.760
lardal_01um-02uk_ifg_sb_sl_akl.conc.ort.trs,lardal_01um-02uk,464,3.090,1433.760
lardal_01um-sl_ifg_sb.trs,lardal_01um-sl,173,5.019,868.320
lardal_01um-sl_ifg_sb_sl_akl.conc.ort.trs,lardal_01um-sl,173,5.019,868.320
lardal_02uk-sr_ifg_sb.trs,lardal_02uk-sr,194,4.238,822.240
lardal_02uk-sr_ifg_sb_sl_akl.conc.ort.trs,lardal_02uk-sr,194,4.238,822.240
lardal_03gm-04gk_amg_ifg_sb.trs,lardal_03gm-04gk,380,4.005,1522.080
lardal_03gm-04gk_amg_ifg_sb_sl_akl.conc.ort.trs,lardal_03gm-04gk,380,4.005,1522.080
lardal_03gm-sl_amg_ifg_sb.trs,lardal_03gm-sl,176,5.596,984.960
lardal_03gm-sl_amg_ifg_sb_sl_akl.conc.ort.trs,lardal_03gm-sl,176,5.596,984.960
lardal_04gk-sr_amg_ifg_sb.trs,lardal_04gk-sr,231,4.131,954.240
lardal_04gk-sr_amg_ifg_sb_sl_akl.conc.ort.trs,lardal_04gk-sr,231,4.131,954.240
lavangen_01um-02uk_ahl_ifg.trs,lavangen_01um-02uk,519,4.344,2254.600
lavangen_01um-02uk_ahl_ifg_sl_akl_eo.conc.ort.trs,lavangen_01um-02uk,519,4.344,2254.600
lavangen_01um-kb_ahl_ifg_sb.trs,lavangen_01um-kb,155,7.077,1096.960
lavangen_01um-kb_ahl_ifg_sb_sl_akl.conc.ort.trs,lavangen_01um-kb,155,7.077,1096.960
lavangen_02uk-kb_ahl_ifg.trs,lavangen_02uk-kb,154,6.023,927.560
lavangen_02uk-kb_ahl_ifg_sl_akl.conc.ort.trs,lavangen_02uk-kb,154,6.023,927.560
lavangen_03gm-04gk_sb_eo.trs,lavangen_03gm-04gk,461,5.050,2328.040
lavangen_03gm-04gk_sb_eo_eo_akl.conc.ort.trs,lavangen_03gm-04gk,461,5.050,2328.040
lavangen_03gm-ov_sb_eo.trs,lavangen_03gm-ov,102,7.756,791.080
lavangen_03gm-ov_sb_eo_eo_akl.conc.ort.trs,lavangen_03gm-ov,102,7.756,791.080
lavangen_04gk-ov_sb_eo.trs,lavangen_04gk-ov,159,6.529,1038.080
lavangen_04gk-ov_sb_eo_eo_akl.conc.ort.trs,lavangen_04gk-ov,159,6.529,1038.080
lierne_01um-02uk_hl_kk.trs,lierne_01um-02uk,606,2.968,1798.520
lierne_01um-02uk_hl_kk_akl_vb.conc.ort.trs,lierne_01um-02uk,606,2.968,1798.520
lierne_01um-ta_hl_kk.trs,lierne_01um-ta,82,4.006,328.480
lierne_01um-ta_hl_kk_akl_vb.conc.ort.trs,lierne_01um-ta,82,4.006,328.480
lierne_02uk-ta_hl_kk.trs,lierne_02uk-ta,155,3.981,617.000
lierne_02uk-ta_hl_kk_akl_vb.conc.ort.trs,lierne_02uk-ta,155,3.981,617.000
lierne_03gm-04gk_kk_hl_eo.trs,lierne_03gm-04gk,405,4.769,1931.600
lierne_03gm-04gk_kk_hl_eo_akl_vb.conc.ort.trs,lierne_03gm-04gk,405,4.769,1931.600
lierne_03gm-ta_kk_hl_eo.trs,lierne_03gm-ta,113,7.105,802.920
lierne_03gm-ta_kk_hl_eo_akl_vb.conc.ort.trs,lierne_03gm-ta,113,7.105,802.920
lierne_04gk-ta_kk_hl_eo.trs,lierne_04gk-ta,119,5.756,684.920
lierne_04gk-ta_kk_hl_eo_vb.conc.ort.trs,lierne_04gk-ta,119,5.756,684.920
lindaas_01um-sl_ahl_lh.trs,lindaas_01um-sl,137,4.294,588.280
lindaas_01um-sl_ahl_lh_sl_et.conc.ort.trs,lindaas_01um-sl,137,4.294,588.280
lindaas_02uk-mi_ahl_amg.trs,lindaas_02uk-mi,74,5.247,388.280
lindaas_02uk-mi_ahl_amg_sl_et.conc.ort.trs,lindaas_02uk-mi,74,5.247,388.280
lindaas_03gm-04gk_sb_mi.trs,lindaas_03gm-04gk,394,3.756,1480.000
lindaas_03gm-04gk_sb_mi_sl_akl.conc.ort.trs,lindaas_03gm-04gk,394,3.756,1480.000
lindaas_03gm-sl_sb_lh.trs,lindaas_03gm-sl,196,3.839,752.520
lindaas_03gm-sl_sb_lh_sl_akl.conc.ort.trs,lindaas_03gm-sl,196,3.839,752.520
lindaas_04gk-mi_sb_lh.trs,lindaas_04gk-mi,102,6.024,614.480
lindaas_04gk-mi_sb_lh_sl_akl.conc.ort.trs,lindaas_04gk-mi,102,6.024,614.480
lom_01um-02uk_amg_lh.trs,lom_01um-02uk,213,8.433,1796.160
lom_01um-02uk_amg_lh_sl.conc.ort.trs,lom_01um-02uk,213,8.433,1796.160
lom_01um-jk_amg_lh.trs,lom_01um-jk,97,8.103,786.000
lom_01um-jk_amg_lh_sl.conc.ort.trs,lom_01um-jk,97,8.103,786.000
lom_02uk-jk_amg_lh.trs,lom_02uk-jk,107,7.956,851.320
lom_02uk-jk_amg_lh_sl.conc.ort.trs,lom_02uk-jk,107,7.956,851.320
lom_03gm-04gk_amg_eo_lh.trs,lom_03gm-04gk,332,3.634,1206.520
lom_03gm-04gk_amg_eo_lh_sl.conc.ort.trs,lom_03gm-04gk,332,3.634,1206.520
lom_03gm-mi_amg_eo_as.trs,lom_03gm-mi,116,8.473,982.920
lom_03gm-mi_amg_eo_as_sl.conc.ort.trs,lom_03gm-mi,116,8.473,982.920
lom_04gk-sl_amg_eo_as.trs,lom_04gk-sl,163,5.771,940.640
lom_04gk-sl_amg_eo_as_sl.conc.ort.trs,lom_04gk-sl,163,5.771,940.640
lommedalen_01um-02uk_kk_hl.trs,lommedalen_01um-02uk,341,4.376,1492.320
lommedalen_01um-02uk_kk_hl_eo_ifg.conc.ort.trs,lommedalen_01um-02uk,341,4.376,1492.320
lommedalen_01um-ifg_kk_hl.trs,lommedalen_01um-ifg,144,6.137,883.680
lommedalen_01um-ifg_kk_hl_eo_ifg.conc.ort.trs,lommedalen_01um-ifg,144,6.137,883.680
lommedalen_02uk-ifg_kk_hl.trs,lommedalen_02uk-ifg,169,4.718,797.280
lommedalen_02uk-ifg_kk_hl_eo_ifg.conc.ort.trs,lommedalen_02uk-ifg,169,4.718,797.280
lommedalen_03gm-04gk_ifg_sb.trs,lommedalen_03gm-04gk,240,4.763,1143.080
lommedalen_03gm-04gk_ifg_sb_sl_ifg.conc.ort.trs,lommedalen_03gm-04gk,240,4.763,1143.080
lommedalen_03gm-amg_ifg_sb.trs,lommedalen_03gm-amg,143,7.912,1131.440
lommedalen_03gm-amg_ifg_sb_sl_ifg.conc.ort.trs,lommedalen_03gm-amg,143,7.912,1131.440
lommedalen_04gk-amg_ifg_sb.trs,lommedalen_04gk-amg,127,8.093,1027.800
lommedalen_04gk-amg_ifg_sb_sl_ifg.conc.ort.trs,lommedalen_04gk-amg,127,8.093,1027.800
luster_01um-06uk_sb_lh.trs,luster_01um-06uk,449,3.635,1632.000
luster_01um-06uk_sb_lh_amg_et.conc.ort.trs,luster_01um-06uk,449,3.635,1632.000
luster_01um-ov_sb_lh.trs,luster_01um-ov,107,5.461,584.280
luster_01um-ov_sb_lh_amg_et.conc.ort.trs,luster_01um-ov,107,5.461,584.280
luster_02uk-06uk_sb_lh.trs,luster_02uk-06uk,357,3.632,1296.480
luster_02uk-06uk_sb_lh_amg_et.conc.ort.trs,luster_02uk-06uk,357,3.632,1296.480
luster_02uk-ov_sb_lh.trs,luster_02uk-ov,111,4.994,554.280
luster_02uk-ov_sb_lh_amg_et.conc.ort.trs,luster_02uk-ov,111,4.994,554.280
luster_03gm-04gk_sb_lh.trs,luster_03gm-04gk,390,3.198,1247.040
luster_03gm-04gk_sb_lh_amg_eo.conc.ort.trs,luster_03gm-04gk,390,3.198,1247.040
luster_03gm-ov_sb_lh.trs,luster_03gm-ov,105,4.192,440.120
luster_03gm-ov_sb_lh_amg_eo.conc.ort.trs,luster_03gm-ov,105,4.192,440.120
luster_04gk-ov_sb_lh_amg.trs,luster_04gk-ov,82,5.929,486.200
luster_04gk-ov_sb_lh_amg_amg_eo.conc.ort.trs,luster_04gk-ov,82,5.929,486.200
luster_06uk-ov_sb_lh.trs,luster_06uk-ov,103,7.920,815.800
luster_06uk-ov_sb_lh_amg_vb.conc.ort.trs,luster_06uk-ov,103,7.920,815.800
lyngdal_01um-02uk_lh_amg.trs,lyngdal_01um-02uk,335,3.277,1097.920
lyngdal_01um-02uk_lh_amg_akl.conc.ort.trs,lyngdal_01um-02uk,335,3.277,1097.920
lyngdal_01um-mi_lh_ahl_lh.trs,lyngdal_01um-mi,118,5.599,660.640
lyngdal_01um-mi_lh_ahl_lh_akl.conc.ort.trs,lyngdal_01um-mi,118,5.599,660.640
lyngdal_03gm-04gk_sr_lh.trs,lyngdal_03gm-04gk,292,3.641,1063.103
lyngdal_03gm-04gk_sr_lh_akl.conc.ort.trs,lyngdal_03gm-04gk,292,3.641,1063.103
lyngdal_03gm-mi_sr_lh.trs,lyngdal_03gm-mi,156,5.822,908.200
lyngdal_03gm-mi_sr_lh_akl.conc.ort.trs,lyngdal_03gm-mi,156,5.822,908.200
lyngdal_04gk-sl_sr_lh.trs,lyngdal_04gk-sl,151,4.817,727.440
lyngdal_04gk-sl_sr_lh_akl.conc.ort.trs,lyngdal_04gk-sl,151,4.817,727.440
medby_74-75_lh_as.trs,medby_74-75,282,3.909,1102.360
medby_74-75_lh_as_sl_akl.conc.ort.trs,medby_74-75,282,3.909,1102.360
medby_74-jbj_lh_as.trs,medby_74-jbj,305,4.324,1318.760
medby_74-jbj_lh_as_sl_akl.conc.ort.trs,medby_74-jbj,305,4.324,1318.760
medby_75-jbj_lh_as.trs,medby_75-jbj,212,3.416,724.280
medby_75-jbj_lh_as_sl_akl.conc.ort.trs,medby_75-jbj,212,3.416,724.280
mefjordvaer_19-20_sl_as.trs,mefjordvaer_19-20,297,5.081,1509.000
mefjordvaer_19-20_sl_as_sl_akl.conc.ort.trs,mefjordvaer_19-20,297,5.081,1509.000
mefjordvaer_19-jbj_sl_as_sl_as.trs,mefjordvaer_19-jbj,158,6.055,956.760
mefjordvaer_19-jbj_sl_as_sl_as_sl_akl.conc.ort.trs,mefjordvaer_19-jbj,158,6.055,956.760
mefjordvaer_20-mn_sl_as.trs,mefjordvaer_20-mn,153,5.710,873.680
mefjordvaer_20-mn_sl_as_sl_akl.conc.ort.trs,mefjordvaer_20-mn,153,5.710,873.680
meraaker_01um-02uk_ifg_sb.trs,meraaker_01um-02uk,308,4.013,1236.000
meraaker_01um-02uk_ifg_sb_akl_et.conc.ort.trs,meraaker_01um-02uk,308,4.013,1236.000
meraaker_01um-jk_ifg_sb.trs,meraaker_01um-jk,101,6.868,693.638
meraaker_01um-jk_ifg_sb_akl_et.conc.ort.trs,meraaker_01um-jk,101,6.868,693.638
meraaker_02uk-jk_ifg_sb.trs,meraaker_02uk-jk,84,7.978,670.158
meraaker_02uk-jk_ifg_sb_akl_et.conc.ort.trs,meraaker_02uk-jk,84,7.978,670.158
meraaker_03gm-04gk_sb_lh.trs,meraaker_03gm-04gk,661,2.496,1650.000
meraaker_03gm-04gk_sb_lh_akl_akl.conc.ort.trs,meraaker_03gm-04gk,661,2.496,1650.000
meraaker_03gm-jk_sb_lh.trs,meraaker_03gm-jk,134,5.704,764.280
meraaker_03gm-jk_sb_lh_akl_et.conc.ort.trs,meraaker_03gm-jk,134,5.704,764.280
meraaker_04gk-jk_sb_lh.trs,meraaker_04gk-jk,92,5.674,522.000
meraaker_04gk-jk_sb_lh_akl_et.conc.ort.trs,meraaker_04gk-jk,92,5.674,522.000
mo_i_rana_01um-02uk_hl_eo.trs,mo_i_rana_01um-02uk,409,4.995,2042.760
mo_i_rana_01um-02uk_hl_eo_ifg.conc.ort.trs,mo_i_rana_01um-02uk,409,4.995,2042.760
mo_i_rana_01um-ov_hl_eo.trs,mo_i_rana_01um-ov,177,3.381,598.360
mo_i_rana_01um-ov_hl_eo_ifg_akl.conc.ort.trs,mo_i_rana_01um-ov,177,3.381,598.360
mo_i_rana_02uk-ov_hl_ifg.trs,mo_i_rana_02uk-ov,106,6.519,691.000
mo_i_rana_02uk-ov_hl_ifg_ifg_akl.conc.ort.trs,mo_i_rana_02uk-ov,106,6.519,691.000
mo_i_rana_03gm-04gk_sb_ifg.trs,mo_i_rana_03gm-04gk,604,3.224,1947.400
mo_i_rana_03gm-04gk_sb_ifg_ifg_eo.conc.ort.trs,mo_i_rana_03gm-04gk,604,3.224,1947.400
mo_i_rana_03gm-ov_sb_ifg.trs,mo_i_rana_03gm-ov,161,3.627,583.920
mo_i_rana_03gm-ov_sb_ifg_ifg_eo.conc.ort.trs,mo_i_rana_03gm-ov,161,3.627,583.920
mo_i_rana_04gk-ov_sb_ifg.trs,mo_i_rana_04gk-ov,173,4.697,812.560
mo_i_rana_04gk-ov_sb_ifg_ifg_eo.conc.ort.trs,mo_i_rana_04gk-ov,173,4.697,812.560
myre_01um-02uk_sb_ifg.trs,myre_01um-02uk,864,3.187,2753.880
myre_01um-02uk_sb_ifg_sl_akl.conc.ort.trs,myre_01um-02uk,864,3.187,2753.880
myre_01um-ov_sb_ifg.trs,myre_01um-ov,106,3.984,422.320
myre_01um-ov_sb_ifg_sl_akl.conc.ort.trs,myre_01um-ov,106,3.984,422.320
myre_02uk-ov_sb_ifg.trs,myre_02uk-ov,108,4.224,456.160
myre_02uk-ov_sb_ifg_sl_akl.conc.ort.trs,myre_02uk-ov,108,4.224,456.160
myre_03gm-04gk_ahl_amg.trs,myre_03gm-04gk,646,3.594,2321.920
myre_03gm-04gk_ahl_amg_sl_eo.conc.ort.trs,myre_03gm-04gk,646,3.594,2321.920
myre_03gm-ov_ahl_amg.trs,myre_03gm-ov,101,4.783,483.040
myre_03gm-ov_ahl_amg_sl_eo.conc.ort.trs,myre_03gm-ov,101,4.783,483.040
myre_04gk-ov_ahl_amg.trs,myre_04gk-ov,175,5.728,1002.440
myre_04gk-ov_ahl_amg_sl_eo.conc.ort.trs,myre_04gk-ov,175,5.728,1002.440
namdalen_01um-02uk_eo_sb.trs,namdalen_01um-02uk,316,4.011,1267.400
namdalen_01um-02uk_eo_sb_akl_vb.conc.ort.trs,namdalen_01um-02uk,316,4.011,1267.400
namdalen_01um-ran_eo_sb.trs,namdalen_01um-ran,121,4.856,587.520
namdalen_01um-ran_eo_sb_akl_vb.conc.ort.trs,namdalen_01um-ran,121,4.856,587.520
namdalen_02uk-lks_eo_sb.trs,namdalen_02uk-lks,105,5.214,547.480
namdalen_02uk-lks_eo_sb_akl_vb.conc.ort.trs,namdalen_02uk-lks,105,5.214,547.480
namdalen_03gm-04gk_amg_eo.trs,namdalen_03gm-04gk,264,4.136,1092.000
namdalen_03gm-04gk_amg_eo_akl_vb.conc.ort.trs,namdalen_03gm-04gk,264,4.136,1092.000
namdalen_03gm-ran_amg_eo.trs,namdalen_03gm-ran,335,3.115,1043.480
namdalen_03gm-ran_amg_eo_akl_vb_eo.conc.ort.trs,namdalen_03gm-ran,335,3.115,1043.480
namdalen_04gk-ran_amg_eo.trs,namdalen_04gk-ran,220,3.729,820.280
namdalen_04gk-ran_amg_eo_akl_et_eo.conc.ort.trs,namdalen_04gk-ran,220,3.729,820.280
narvik_01um-02uk_eo_kk_ifg.trs,narvik_01um-02uk,698,2.661,1857.360
narvik_01um-02uk_eo_kk_ifg_ifg_vb.conc.ort.trs,narvik_01um-02uk,698,2.661,1857.360
narvik_01um-kb_eo_kk_ifg.trs,narvik_01um-kb,181,3.143,568.920
narvik_01um-kb_eo_kk_ifg_ifg_vb.conc.ort.trs,narvik_01um-kb,181,3.143,568.920
narvik_02uk-kb_eo_kk_ifg.trs,narvik_02uk-kb,154,3.746,576.840
narvik_02uk-kb_eo_kk_ifg_ifg_vb.conc.ort.trs,narvik_02uk-kb,154,3.746,576.840
narvik_03gm-04gk_sb_eo.trs,narvik_03gm-04gk,418,3.886,1624.360
narvik_03gm-04gk_sb_eo_ifg_vb.conc.ort.trs,narvik_03gm-04gk,418,3.886,1624.360
narvik_03gm-kb_sb_eo.trs,narvik_03gm-kb,193,4.554,878.880
narvik_03gm-kb_sb_eo_ifg_vb.conc.ort.trs,narvik_03gm-kb,193,4.554,878.880
narvik_04gk-kb_sb_eo.trs,narvik_04gk-kb,169,4.237,716.040
narvik_04gk-kb_sb_eo_ifg_vb.conc.ort.trs,narvik_04gk-kb,169,4.237,716.040
nes_01um-02uk_kk_eo.trs,nes_01um-02uk,352,3.694,1300.320
nes_01um-02uk_kk_eo_eo_akl.conc.ort.trs,nes_01um-02uk,352,3.694,1300.320
nes_01um-ifg_kk_eo.trs,nes_01um-ifg,122,5.168,630.440
nes_01um-ifg_kk_eo_eo_akl.conc.ort.trs,nes_01um-ifg,122,5.168,630.440
nes_02uk-ifg_kk_eo.trs,nes_02uk-ifg,168,4.105,689.720
nes_02uk-ifg_kk_eo_eo_akl.conc.ort.trs,nes_02uk-ifg,168,4.105,689.720
nes_03gm-04gk_ifg_kk.trs,nes_03gm-04gk,364,4.897,1782.560
nes_03gm-04gk_ifg_kk_eo_akl.conc.ort.trs,nes_03gm-04gk,364,4.897,1782.560
nes_03gm-ifg_ifg_eo.trs,nes_03gm-ifg,139,6.761,939.800
nes_03gm-ifg_ifg_eo_eo_akl.conc.ort.trs,nes_03gm-ifg,139,6.761,939.800
nes_04gk-ifg_ifg_kk.trs,nes_04gk-ifg,149,5.434,809.640
nes_04gk-ifg_ifg_kk_eo_akl.conc.ort.trs,nes_04gk-ifg,149,5.434,809.640
nissedal_01um-02uk_amg_lh.trs,nissedal_01um-02uk,500,3.218,1609.040
nissedal_01um-02uk_amg_lh_amg.conc.ort.trs,nissedal_01um-02uk,500,3.218,1609.040
nissedal_01um-sl_amg_mi.trs,nissedal_01um-sl,102,8.796,897.200
nissedal_01um-sl_amg_mi_amg.conc.ort.trs,nissedal_01um-sl,102,8.796,897.200
nissedal_02uk-sl_amg_mi.trs,nissedal_02uk-sl,69,7.810,538.920
nissedal_02uk-sl_amg_mi_amg.conc.ort.trs,nissedal_02uk-sl,69,7.810,538.920
nissedal_03gm-04gk_amg_lh.trs,nissedal_03gm-04gk,315,3.842,1210.120
nissedal_03gm-04gk_amg_lh_sl.conc.ort.trs,nissedal_03gm-04gk,315,3.842,1210.120
