file,audio_filename,n_segments,mean_segment_duration_s,total_duration_s
tana_04gk-ov_kk_sb.trs,tana_04gk-ov,141,4.496,633.920
tana_04gk-ov_kk_sb_eo_et.conc.ort.trs,tana_04gk-ov,141,4.496,633.920
time_01um-02uk_sr_amg.trs,time_01um-02uk,325,3.090,1004.200
time_01um-02uk_sr_amg_amg_et_eo.conc.ort.trs,time_01um-02uk,325,3.090,1004.200
time_01um-jbj_sr_amg.trs,time_01um-jbj,247,3.335,823.640
time_01um-jbj_sr_amg_amg_vb_eo.conc.ort.trs,time_01um-jbj,247,3.335,823.640
time_02uk-sr_ahl_amg.trs,time_02uk-sr,128,4.506,576.720
time_02uk-sr_ahl_amg_amg_vb_eo.conc.ort.trs,time_02uk-sr,128,4.506,576.720
time_03gm-04gk_ahl_amg.trs,time_03gm-04gk,342,5.292,1809.960
time_03gm-04gk_ahl_amg_amg_vb_eo.conc.ort.trs,time_03gm-04gk,342,5.292,1809.960
time_03gm-sr_sr_amg.trs,time_03gm-sr,99,7.647,757.080
time_03gm-sr_sr_amg_amg_vb_eo.conc.ort.trs,time_03gm-sr,99,7.647,757.080
time_04gk-jbj_ahl_amg.trs,time_04gk-jbj,164,4.993,818.800
time_04gk-jbj_ahl_amg_amg_et_eo.conc.ort.trs,time_04gk-jbj,164,4.993,818.800
tinn_01um-05um_amg_lh.trs,tinn_01um-05um,379,3.206,1214.960
tinn_01um-05um_amg_lh_amg.conc.ort.trs,tinn_01um-05um,379,3.206,1214.960
tinn_01um-sl_amg_as.trs,tinn_01um-sl,87,5.775,502.440
tinn_01um-sl_amg_as_amg.conc.ort.trs,tinn_01um-sl,87,5.775,502.440
tinn_03gm-04gk_amg_lh.trs,tinn_03gm-04gk,330,4.271,1409.520
tinn_03gm-04gk_amg_lh_amg.conc.ort.trs,tinn_03gm-04gk,330,4.271,1409.520
tinn_03gm-mi_amg_lh.trs,tinn_03gm-mi,156,7.788,1215.000
tinn_03gm-mi_amg_lh_amg.conc.ort.trs,tinn_03gm-mi,156,7.788,1215.000
tinn_04gk-mi_amg_lh.trs,tinn_04gk-mi,166,6.552,1087.600
tinn_04gk-mi_amg_lh_amg_akl.conc.ort.trs,tinn_04gk-mi,166,6.552,1087.600
tinn_05um-sl_amg_as.trs,tinn_05um-sl,125,7.057,882.160
tinn_05um-sl_amg_as_amg.conc.ort.trs,tinn_05um-sl,125,7.057,882.160
todalen_01um-02uk_ifg_lh.trs,todalen_01um-02uk,272,3.110,845.960
todalen_01um-02uk_ifg_lh_akl_vb.conc.ort.trs,todalen_01um-02uk,272,3.110,845.960
todalen_01um-ta_ifg_lh.trs,todalen_01um-ta,173,4.925,852.000
todalen_01um-ta_ifg_lh_akl_vb.conc.ort.trs,todalen_01um-ta,173,4.925,852.000
todalen_02uk-ta_ifg_lh.trs,todalen_02uk-ta,139,4.791,666.000
todalen_02uk-ta_ifg_lh_akl_vb.conc.ort.trs,todalen_02uk-ta,139,4.791,666.000
todalen_03gm-04gk_sb_lh.trs,todalen_03gm-04gk,599,3.235,1938.000
todalen_03gm-04gk_sb_lh_akl_vb.conc.ort.trs,todalen_03gm-04gk,599,3.235,1938.000
todalen_03gm-ta_sb_lh.trs,todalen_03gm-ta,132,5.769,761.520
todalen_03gm-ta_sb_lh_akl_vb.conc.ort.trs,todalen_03gm-ta,132,5.769,761.520
todalen_04gk-ta_sb_lh.trs,todalen_04gk-ta,264,3.727,984.000
todalen_04gk-ta_sb_lh_akl_vb.conc.ort.trs,todalen_04gk-ta,264,3.727,984.000
tromsoe_01um-02uk_ahl_sb.trs,tromsoe_01um-02uk,693,3.369,2334.440
tromsoe_01um-02uk_ahl_sb_akl_eo.conc.ort.trs,tromsoe_01um-02uk,693,3.369,2334.440
tromsoe_01um-kb_ahl_ifg_sb.trs,tromsoe_01um-kb,121,5.308,642.320
tromsoe_01um-kb_ahl_ifg_sb_sl_eo.conc.ort.trs,tromsoe_01um-kb,121,5.308,642.320
tromsoe_02uk-kb_ahl_ifg_sb.trs,tromsoe_02uk-kb,112,6.134,686.960
tromsoe_02uk-kb_ahl_ifg_sb_sl_eo.conc.ort.trs,tromsoe_02uk-kb,112,6.134,686.960
tromsoe_03gm-04gk_sb_kk_eo_akl.trs,tromsoe_03gm-04gk,545,3.734,2035.120
tromsoe_03gm-04gk_sb_kk_eo_akl_eo.conc.ort.trs,tromsoe_03gm-04gk,545,3.734,2035.120
tromsoe_03gm-kb_sb_kk_eo.trs,tromsoe_03gm-kb,257,4.421,1136.120
tromsoe_03gm-kb_sb_kk_eo_akl_eo.conc.ort.trs,tromsoe_03gm-kb,257,4.421,1136.120
tromsoe_04gk-kb_sb_kk_lh.trs,tromsoe_04gk-kb,210,4.571,960.000
tromsoe_04gk-kb_sb_kk_lh_akl_eo.conc.ort.trs,tromsoe_04gk-kb,210,4.571,960.000
trondheim_01um-02uk_ifg_sb.trs,trondheim_01um-02uk,473,3.241,1533.080
trondheim_01um-02uk_ifg_sb_akl_vb.conc.ort.trs,trondheim_01um-02uk,473,3.241,1533.080
trondheim_01um-lks_ifg_sb.trs,trondheim_01um-lks,86,6.273,539.520
trondheim_01um-lks_ifg_sb_akl_vb.conc.ort.trs,trondheim_01um-lks,86,6.273,539.520
trondheim_02uk-lks_ifg_sb.trs,trondheim_02uk-lks,95,5.925,562.880
trondheim_02uk-lks_ifg_sb_akl_vb.conc.ort.trs,trondheim_02uk-lks,95,5.925,562.880
trondheim_03gm-04gk_sb_amg.trs,trondheim_03gm-04gk,379,3.261,1236.000
trondheim_03gm-04gk_sb_amg_amg.conc.ort.trs,trondheim_03gm-04gk,379,3.261,1236.000
trondheim_03gm-ran_sb_amg.trs,trondheim_03gm-ran,152,4.332,658.400
trondheim_03gm-ran_sb_amg_amg.conc.ort.trs,trondheim_03gm-ran,152,4.332,658.400
trondheim_04gk-ran_sb_amg.trs,trondheim_04gk-ran,188,3.479,654.000
trondheim_04gk-ran_sb_amg_amg.conc.ort.trs,trondheim_04gk-ran,188,3.479,654.000
trysil_01um-02uk_sb_mi.trs,trysil_01um-02uk,380,2.978,1131.760
trysil_01um-02uk_sb_mi_sl.conc.ort.trs,trysil_01um-02uk,380,2.978,1131.760
trysil_01um-ifg_sb_mi.trs,trysil_01um-ifg,146,6.343,926.120
trysil_01um-ifg_sb_mi_sl.conc.ort.trs,trysil_01um-ifg,146,6.343,926.120
trysil_02uk-sl_sb_lh.trs,trysil_02uk-sl,161,4.421,711.720
trysil_02uk-sl_sb_lh_sl.conc.ort.trs,trysil_02uk-sl,161,4.421,711.720
trysil_03gm-04gk_eo_ifg_amg.trs,trysil_03gm-04gk,266,3.905,1038.720
trysil_03gm-04gk_eo_ifg_amg_amg.conc.ort.trs,trysil_03gm-04gk,266,3.905,1038.720
trysil_03gm-ifg_eo_lh.trs,trysil_03gm-ifg,95,8.559,813.080
trysil_03gm-ifg_eo_lh_amg.conc.ort.trs,trysil_03gm-ifg,95,8.559,813.080
trysil_04gk-sl_eo_lh.trs,trysil_04gk-sl,179,4.366,781.440
trysil_04gk-sl_eo_lh_amg.conc.ort.trs,trysil_04gk-sl,179,4.366,781.440
valle_01um-02uk_eo_amg.trs,valle_01um-02uk,237,5.405,1281.000
valle_01um-02uk_eo_amg_akl.conc.ort.trs,valle_01um-02uk,237,5.405,1281.000
valle_01um-sl_eo_amg.trs,valle_01um-sl,114,7.237,825.000
valle_01um-sl_eo_amg_akl_akl.conc.ort.trs,valle_01um-sl,114,7.237,825.000
valle_02uk-eo_eo_amg.trs,valle_02uk-eo,151,5.688,858.840
valle_02uk-eo_eo_amg_akl.conc.ort.trs,valle_02uk-eo,151,5.688,858.840
valle_03gm-04gk_eo_amg_lh.trs,valle_03gm-04gk,330,4.146,1368.160
valle_03gm-04gk_eo_amg_lh_akl.conc.ort.trs,valle_03gm-04gk,330,4.146,1368.160
valle_03gm-eo_eo_amg.trs,valle_03gm-eo,129,6.466,834.120
valle_03gm-eo_eo_amg_akl.conc.ort.trs,valle_03gm-eo,129,6.466,834.120
valle_04gk-sl_eo_amg.trs,valle_04gk-sl,139,5.999,833.800
valle_04gk-sl_eo_amg_akl.conc.ort.trs,valle_04gk-sl,139,5.999,833.800
vang_01um-02uk_eo_amg_as.trs,vang_01um-02uk,270,4.869,1314.640
vang_01um-02uk_eo_amg_as_sl.conc.ort.trs,vang_01um-02uk,270,4.869,1314.640
vang_01um-mi_eo_as.trs,vang_01um-mi,127,6.152,781.280
vang_01um-mi_eo_as_sl.conc.ort.trs,vang_01um-mi,127,6.152,781.280
vang_02uk-sl_eo_as.trs,vang_02uk-sl,89,5.902,525.240
vang_02uk-sl_eo_as_sl.conc.ort.trs,vang_02uk-sl,89,5.902,525.240
vang_03gm-04gk_lh_eo_sl.trs,vang_03gm-04gk,248,5.237,1298.880
vang_03gm-04gk_lh_eo_sl_sl.conc.ort.trs,vang_03gm-04gk,248,5.237,1298.880
vang_03gm-sl_lh_eo_as.trs,vang_03gm-sl,164,6.885,1129.120
vang_03gm-sl_lh_eo_as_sl.conc.ort.trs,vang_03gm-sl,164,6.885,1129.120
vang_04gk-mi_lh_eo_as.trs,vang_04gk-mi,161,6.537,1052.520
vang_04gk-mi_lh_eo_as_sl.conc.ort.trs,vang_04gk-mi,161,6.537,1052.520
vardoe_01um-02uk_eo_kk.trs,vardoe_01um-02uk,535,4.619,2470.960
vardoe_01um-02uk_eo_kk_eo_akl.conc.ort.trs,vardoe_01um-02uk,535,4.619,2470.960
vardoe_01um-kb_eo_kk.trs,vardoe_01um-kb,154,4.973,765.840
vardoe_01um-kb_eo_kk_eo_akl.conc.ort.trs,vardoe_01um-kb,154,4.973,765.840
vardoe_02uk-kb_eo_kk.trs,vardoe_02uk-kb,186,5.228,972.400
vardoe_02uk-kb_eo_kk_eo_akl.conc.ort.trs,vardoe_02uk-kb,186,5.228,972.400
vardoe_03gm-04gk_kk_eo.trs,vardoe_03gm-04gk,649,4.488,2913.000
vardoe_03gm-04gk_kk_eo_akl_eo.conc.ort.trs,vardoe_03gm-04gk,649,4.488,2913.000
vardoe_03gm-kb_kk_eo.trs,vardoe_03gm-kb,215,5.285,1136.320
vardoe_03gm-kb_kk_eo_eo_akl.conc.ort.trs,vardoe_03gm-kb,215,5.285,1136.320
vardoe_04gk-kb_kk_eo.trs,vardoe_04gk-kb,269,4.811,1294.040
vardoe_04gk-kb_kk_eo_eo_akl.conc.ort.trs,vardoe_04gk-kb,269,4.811,1294.040
vegaarshei_01um-02uk_ifg_eo.trs,vegaarshei_01um-02uk,338,3.260,1102.040
vegaarshei_01um-02uk_ifg_eo_sl_et.conc.ort.trs,vegaarshei_01um-02uk,338,3.260,1102.040
vegaarshei_01um-sl_lh_amg.trs,vegaarshei_01um-sl,187,5.936,1110.000
vegaarshei_01um-sl_lh_amg_sl_et.conc.ort.trs,vegaarshei_01um-sl,187,5.936,1110.000
vegaarshei_02uk-eo_sr_eo.trs,vegaarshei_02uk-eo,265,4.546,1204.600
vegaarshei_02uk-eo_sr_eo_sl_et.conc.ort.trs,vegaarshei_02uk-eo,265,4.546,1204.600
vegaarshei_03gm-04gk_sb_eo_lh.trs,vegaarshei_03gm-04gk,347,3.510,1218.000
vegaarshei_03gm-04gk_sb_eo_lh_sl_et.conc.ort.trs,vegaarshei_03gm-04gk,347,3.510,1218.000
vegaarshei_03gm-sl_eo_lh.trs,vegaarshei_03gm-sl,121,7.339,888.000
vegaarshei_03gm-sl_eo_lh_sl_et_eo.conc.ort.trs,vegaarshei_03gm-sl,121,7.339,888.000
vegaarshei_04gk-eo_sb_lh.trs,vegaarshei_04gk-eo,149,4.890,728.640
vegaarshei_04gk-eo_sb_lh_sl_vb.conc.ort.trs,vegaarshei_04gk-eo,149,4.890,728.640
vennesla_01um-02uk_eo_lh.trs,vennesla_01um-02uk,514,2.457,1263.040
vennesla_01um-02uk_eo_lh_akl.conc.ort.trs,vennesla_01um-02uk,514,2.457,1263.040
vennesla_01um-sl_eo_lh.trs,vennesla_01um-sl,107,5.687,608.480
vennesla_01um-sl_eo_lh_akl.conc.ort.trs,vennesla_01um-sl,107,5.687,608.480
vennesla_02uk-sl_eo_lh.trs,vennesla_02uk-sl,112,5.883,658.880
vennesla_02uk-sl_eo_lh_akl.conc.ort.trs,vennesla_02uk-sl,112,5.883,658.880
vennesla_03gm-04gk_lh_mi.trs,vennesla_03gm-04gk,467,2.402,1121.800
vennesla_03gm-04gk_lh_mi_akl.conc.ort.trs,vennesla_03gm-04gk,467,2.402,1121.800
vennesla_03gm-sl_lh_ahl_lh.trs,vennesla_03gm-sl,115,20.618,2371.080
vennesla_03gm-sl_lh_ahl_lh_akl.conc.ort.trs,vennesla_03gm-sl,115,20.618,2371.080
vennesla_04gk-sl_lh_mi.trs,vennesla_04gk-sl,178,3.154,561.440
vennesla_04gk-sl_lh_mi_akl.conc.ort.trs,vennesla_04gk-sl,178,3.154,561.440
vestre_slidre_03gm-04gk_ifg_eo.trs,vestre_slidre_03gm-04gk,357,3.765,1344.000
vestre_slidre_03gm-04gk_ifg_eo_ifg_akl.conc.ort.trs,vestre_slidre_03gm-04gk,357,3.765,1344.000
vestre_slidre_03gm-ifg_ifg_eo.trs,vestre_slidre_03gm-ifg,127,5.125,650.880
vestre_slidre_03gm-ifg_ifg_eo_ifg_akl.conc.ort.trs,vestre_slidre_03gm-ifg,127,5.125,650.880
vestre_slidre_04gk-ifg_ifg_eo.trs,vestre_slidre_04gk-ifg,195,4.961,967.360
vestre_slidre_04gk-ifg_ifg_eo_ifg_akl.conc.ort.trs,vestre_slidre_04gk-ifg,195,4.961,967.360
vinje_01um-05um_amg_lh.trs,vinje_01um-05um,333,3.820,1272.000
vinje_01um-05um_amg_lh_amg.conc.ort.trs,vinje_01um-05um,333,3.820,1272.000
vinje_01um-as_amg_lh.trs,vinje_01um-as,67,5.074,339.960
vinje_01um-as_amg_lh_amg.conc.ort.trs,vinje_01um-as,67,5.074,339.960
vinje_04gk-08gk_lh_mi.trs,vinje_04gk-08gk,172,7.003,1204.480
vinje_04gk-08gk_lh_mi_amg.conc.ort.trs,vinje_04gk-08gk,174,6.922,1204.480
vinje_04gk-sl_lh_amg_mi.trs,vinje_04gk-sl,121,7.537,912.000
vinje_04gk-sl_lh_amg_mi_amg.conc.ort.trs,vinje_04gk-sl,121,7.537,912.000
vinje_05um-as_amg_lh.trs,vinje_05um-as,85,5.252,446.440
vinje_05um-as_amg_lh_amg.conc.ort.trs,vinje_05um-as,85,5.252,446.440
vinje_08gk-sl_lh_sl_mi.trs,vinje_08gk-sl,131,7.274,952.920
vinje_08gk-sl_lh_sl_mi_amg.conc.ort.trs,vinje_08gk-sl,131,7.274,952.920
volda_01um-02uk_sb_ifg.trs,volda_01um-02uk,350,3.776,1321.440
volda_01um-02uk_sb_ifg_ifg_et.conc.ort.trs,volda_01um-02uk,350,3.776,1321.440
volda_01um-amr_sb_ifg.trs,volda_01um-amr,88,5.668,498.760
volda_01um-amr_sb_ifg_ifg_et.conc.ort.trs,volda_01um-amr,88,5.668,498.760
volda_02uk-amr_sb_ifg.trs,volda_02uk-amr,132,4.571,603.320
volda_02uk-amr_sb_ifg_ifg_et.conc.ort.trs,volda_02uk-amr,132,4.571,603.320
volda_03gm-04gk_sb_eo.trs,volda_03gm-04gk,374,3.251,1215.880
volda_03gm-04gk_sb_eo_ifg_et.conc.ort.trs,volda_03gm-04gk,374,3.251,1215.880
volda_03gm-amr_sb_eo.trs,volda_03gm-amr,135,6.660,899.080
volda_03gm-amr_sb_eo_ifg_vb_eo.conc.ort.trs,volda_03gm-amr,135,6.660,899.080
volda_04gk-amr_sb_eo.trs,volda_04gk-amr,194,3.961,768.480
volda_04gk-amr_sb_eo_ifg_et.conc.ort.trs,volda_04gk-amr,194,3.961,768.480
voss_01um-02uk_mi_lh.trs,voss_01um-02uk,421,3.570,1502.760
voss_01um-02uk_mi_lh_amg_akl.conc.ort.trs,voss_01um-02uk,421,3.570,1502.760
voss_01um-sl_mi_lh.trs,voss_01um-sl,153,4.259,651.640
voss_01um-sl_mi_lh_amg_akl.conc.ort.trs,voss_01um-sl,153,4.259,651.640
voss_02uk-mi_sb_mi.trs,voss_02uk-mi,112,6.483,726.080
voss_02uk-mi_sb_mi_amg_akl.conc.ort.trs,voss_02uk-mi,112,6.483,726.080
voss_03gm-04gk_sb_mi.trs,voss_03gm-04gk,383,3.525,1350.040
voss_03gm-04gk_sb_mi_amg_akl.conc.ort.trs,voss_03gm-04gk,383,3.525,1350.040
voss_03gm-mi_sb_mi.trs,voss_03gm-mi,102,6.353,647.960
voss_03gm-mi_sb_mi_amg_akl.conc.ort.trs,voss_03gm-mi,102,6.353,647.960
voss_04gk-sl_mi_lh.trs,voss_04gk-sl,244,3.480,849.080
voss_04gk-sl_mi_lh_amg_akl.conc.ort.trs,voss_04gk-sl,244,3.480,849.080
