file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4
mo_i_rana_04gk-ov_sb_ifg.trs,2,127,812.56,34,214.309,26.37,16,164.784,20.28,0,0.0,18,1,455.326,153.915,,
myre_01um-02uk_sb_ifg.trs,3,501,2753.88,292,2278.452,82.74,187,1817.787,66.01,0,0.0,105,1,374.113,506.966,6.089,
myre_01um-ov_sb_ifg.trs,2,96,422.32,20,105.027,24.87,7,75.834,17.96,0,0.0,13,1,171.545,151.78,,
myre_02uk-ov_sb_ifg.trs,2,80,456.16,22,97.637,21.4,12,61.864,13.56,0,0.0,10,1,280.148,91.51,,
myre_03gm-04gk_ahl_amg.trs,2,362,2321.92,203,1805.973,77.78,137,1456.336,62.72,0,0.0,66,1,500.845,353.078,,
myre_03gm-ov_ahl_amg.trs,2,79,483.04,9,65.266,13.51,4,27.274,5.65,0,0.0,5,1,197.832,190.687,,
myre_04gk-ov_ahl_amg.trs,2,87,1002.44,26,158.128,15.77,14,92.386,9.22,0,0.0,12,1,797.854,104.402,,
namdalen_01um-02uk_eo_sb.trs,2,287,1267.4,95,766.125,60.45,43,509.04,40.16,0,0.0,52,1,358.423,365.216,,
namdalen_01um-ran_eo_sb.trs,2,105,587.52,38,248.174,42.24,25,195.924,33.35,0,0.0,13,1,129.271,250.353,,
namdalen_02uk-lks_eo_sb.trs,2,86,547.48,5,14.744,2.69,1,2.289,0.42,0,0.0,4,1,104.497,402.324,,
namdalen_03gm-04gk_amg_eo.trs,2,247,1092.0,63,387.885,35.52,29,176.927,16.2,0,0.0,34,1,451.197,453.431,,
namdalen_03gm-ran_amg_eo.trs,2,323,1043.48,83,369.802,35.44,41,219.776,21.06,0,0.0,42,1,295.557,500.771,,
namdalen_04gk-ran_amg_eo.trs,2,212,820.28,72,294.3,35.88,35,173.569,21.16,0,0.0,37,1,229.831,367.722,,
narvik_01um-02uk_eo_kk_ifg.trs,2,635,1857.36,306,1309.335,70.49,175,872.706,46.99,0,0.0,131,1,493.052,473.259,,
narvik_01um-kb_eo_kk_ifg.trs,2,179,568.92,64,233.792,41.09,30,122.331,21.5,0,0.0,34,1,196.859,242.338,,
narvik_02uk-kb_eo_kk_ifg.trs,2,147,576.84,51,196.57,34.08,17,65.653,11.38,0,0.0,34,1,209.247,282.29,,
narvik_03gm-04gk_sb_eo.trs,2,209,1624.36,184,1580.927,97.33,162,1536.913,94.62,0,0.0,22,1,33.846,33.314,,
narvik_03gm-kb_sb_eo.trs,2,133,878.88,69,432.946,49.26,53,370.678,42.18,0,0.0,16,1,420.272,45.41,,
narvik_04gk-kb_sb_eo.trs,2,137,716.04,85,402.147,56.16,63,343.752,48.01,0,0.0,22,1,210.831,50.152,,
nes_01um-02uk_kk_eo.trs,2,240,1300.32,162,1143.904,87.97,113,981.521,75.48,0,0.0,49,1,166.996,142.514,,
nes_01um-ifg_kk_eo.trs,2,95,630.44,28,102.052,16.19,10,24.728,3.92,0,0.0,18,1,121.491,467.532,,
nes_02uk-ifg_kk_eo.trs,2,113,689.72,25,135.926,19.71,8,70.048,10.16,0,0.0,17,1,142.25,465.177,,
nes_03gm-04gk_ifg_kk.trs,2,214,1782.56,169,1697.407,95.22,131,1517.204,85.11,0,0.0,38,1,141.926,112.937,,
nes_03gm-ifg_ifg_eo.trs,2,67,939.8,21,135.171,14.38,13,79.838,8.5,0,0.0,8,1,85.118,768.644,,
nes_04gk-ifg_ifg_kk.trs,2,110,809.64,34,128.415,15.86,15,38.084,4.7,0,0.0,19,1,186.111,577.695,,
nissedal_01um-02uk_amg_lh.trs,2,232,1609.04,150,1383.619,85.99,83,1072.792,66.67,0,0.0,67,1,242.1,210.022,,
nissedal_01um-sl_amg_mi.trs,2,44,897.2,3,40.565,4.52,1,9.467,1.06,0,0.0,2,1,71.188,811.227,,
nissedal_02uk-sl_amg_mi.trs,2,47,538.92,0,0.0,0.0,0,0.0,0.0,0,0.0,0,1,94.961,,431.558,
nissedal_03gm-04gk_amg_lh.trs,3,203,1210.12,137,1074.573,88.8,93,903.519,74.66,0,0.0,44,1,115.519,184.358,,4.411
nissedal_03gm-sl_amg_lh.trs,2,53,973.72,10,69.369,7.12,4,7.974,0.82,0,0.0,6,1,75.325,885.007,,
nissedal_04gk-sl_amg_lh.trs,2,108,595.36,25,113.02,18.98,9,39.558,6.64,0,0.0,16,1,164.126,387.812,,
oppdal_01um-02uk_sb_lh.trs,3,207,1218.0,134,1019.519,83.7,81,804.504,66.05,0,0.0,53,1,234.64,144.3,2.29,
oppdal_01um-ran_sb_lh.trs,2,76,726.0,26,109.49,15.08,9,50.343,6.93,0,0.0,17,1,495.055,92.487,,
oppdal_02-31_eo_hl_ifg.trs,3,336,1776.48,246,1494.259,84.11,175,1214.563,68.37,0,0.0,71,1,189.06,342.976,1.025,
oppdal_02-jbj_eo_sb.trs,3,87,766.08,16,102.054,13.32,5,40.191,5.25,0,0.0,11,1,116.783,531.826,,
oppdal_02uk-ran_sb_lh.trs,2,115,692.04,35,152.473,22.03,17,90.264,13.04,0,0.0,18,1,453.492,122.276,,
oppdal_03gm-04gk_ifg_sb_amg.trs,2,189,1227.68,118,968.141,78.86,74,717.071,58.41,0,0.0,44,1,186.492,308.068,,
oppdal_03gm-ran_ifg_lh.trs,2,104,661.32,19,100.509,15.2,4,16.053,2.43,0,0.0,15,1,203.319,434.078,,
oppdal_04gk-ran_ifg_lh.trs,2,71,667.44,23,104.143,15.6,10,53.418,8.0,0,0.0,13,1,91.387,460.548,,
oppdal_10-24_hl_kk.trs,3,230,1541.44,129,1247.513,80.93,85,980.73,63.62,0,0.0,44,1,239.999,304.348,2.392,
oppdal_10-jbj_sb_eo.trs,2,83,770.76,11,85.013,11.03,4,47.539,6.17,0,0.0,7,1,554.485,150.636,,
oppdal_24-jbj_hl_kk.trs,2,91,1097.28,21,308.319,28.1,12,243.254,22.17,0,0.0,9,1,173.577,637.471,,
oppdal_31-jbj_eo_sb.trs,2,114,754.44,28,205.52,27.24,20,124.247,16.47,0,0.0,8,1,167.816,434.665,,
rauma_01um-02uk_sb_ifg.trs,2,214,1276.2,138,1120.661,87.81,108,1000.622,78.41,0,0.0,30,1,104.693,157.507,,
rauma_01um-ma_sb_ifg.trs,2,76,586.92,24,128.997,21.98,15,82.392,14.04,0,0.0,9,1,423.849,74.717,,
rauma_02uk-ma_sb_ifg.trs,2,77,624.2,29,201.521,32.28,12,65.244,10.45,0,0.0,17,1,448.201,104.1,,
rauma_03gm-04gk_ifg_sb.trs,2,173,1361.24,98,1133.672,83.28,58,849.567,62.41,0,0.0,40,1,130.008,372.222,,
rauma_03gm-ma_ifg_sb.trs,2,92,665.28,27,171.533,25.78,15,109.647,16.48,0,0.0,12,1,147.954,388.53,,
rauma_04gk-ma_ifg_sb.trs,2,49,624.8,22,378.053,60.51,7,188.847,30.23,0,0.0,15,1,89.983,340.747,,
rena_01um-02uk_kk_sb.trs,2,281,1257.12,126,903.876,71.9,52,514.406,40.92,0,0.0,74,1,404.131,303.826,,
rena_01um-ifg_kk_sb.trs,2,167,848.28,47,207.883,24.51,10,81.12,9.56,0,0.0,37,1,260.459,493.682,,
rena_02uk-ifg_kk_sb.trs,2,145,739.32,33,185.43,25.08,8,26.157,3.54,0,0.0,25,1,298.576,406.202,,
rena_03gm-04gk_kk_eo.trs,2,210,1521.6,169,1411.356,92.75,129,1277.424,83.95,0,0.0,40,1,96.767,137.514,,
rena_03gm-ifg_hl_ifg.trs,3,171,1239.96,53,320.955,25.88,31,144.748,11.67,0,0.0,22,1,985.549,94.472,,
rena_04gk-ifg_hl_eo.trs,2,108,1281.2,43,223.053,17.41,23,108.854,8.5,0,0.0,20,1,1052.614,88.778,,
roemskog_01um-02uk_eo_sb.trs,2,482,2040.96,237,1525.382,74.74,141,1101.251,53.96,0,0.0,96,1,398.222,523.459,,
roemskog_01um-ks_eo_ifg_lh.trs,2,124,702.24,30,184.986,26.34,15,88.633,12.62,0,0.0,15,1,218.601,341.175,,
roemskog_02uk-eo_eo_ifg_lh.trs,2,161,1092.96,49,200.21,18.32,22,106.36,9.73,0,0.0,27,1,131.453,810.742,,
roemskog_03gm-04gk_sb_ifg_eo.trs,2,184,999.36,97,791.089,79.16,62,622.023,62.24,0,0.0,35,1,131.182,222.093,,
roemskog_03gm-ks_sb_ifg_eo.trs,2,42,649.44,5,36.365,5.6,1,9.109,1.4,0,0.0,4,1,453.094,102.952,,
roemskog_04gk-eo_sb_ifg_eo.trs,2,136,600.48,25,152.363,25.37,7,39.886,6.64,0,0.0,18,1,396.459,144.079,,
roeros_01um-02uk_hl_kk.trs,3,346,1805.36,182,1438.568,79.68,95,997.03,55.23,0,0.0,87,1,386.362,375.4,0.771,
roeros_01um-amr_hl_kk.trs,2,124,600.88,24,88.627,14.75,5,11.246,1.87,0,0.0,19,1,449.399,135.728,,
roeros_02uk-amr_hl_kk.trs,2,125,664.52,27,123.287,18.55,10,69.512,10.46,0,0.0,17,1,473.219,106.002,,
roeros_03gm-04gk_ifg.trs,2,270,1869.52,184,1639.021,87.67,128,1339.248,71.64,0,0.0,56,1,331.018,175.12,,
roeros_03gm-amr_ifg_kk.trs,2,82,886.08,22,68.86,7.77,9,40.457,4.57,0,0.0,13,1,52.045,781.011,,
roeros_04gk-amr_ifg_kk.trs,2,85,624.6,15,42.07,6.74,7,19.456,3.11,0,0.0,8,1,90.283,505.724,,
rollag_01um-02uk_ifg_amg.trs,2,216,1229.28,118,916.312,74.54,69,689.019,56.05,0,0.0,49,1,253.718,230.069,,
rollag_01um-amg_ifg_amg.trs,2,118,753.68,25,170.366,22.6,4,25.096,3.33,0,0.0,21,1,232.786,472.552,,
rollag_02uk-amg_ifg_amg.trs,2,82,796.32,27,265.454,33.34,10,146.186,18.36,0,0.0,17,1,118.587,478.876,,
rollag_03gm-04gk_ahl_amg.trs,3,222,1047.24,138,827.977,79.06,100,663.143,63.32,0,0.0,38,1,217.234,144.637,,
rollag_03gm-amg_ahl_eo.trs,2,105,775.28,25,77.133,9.95,13,43.975,5.67,0,0.0,12,1,102.507,605.857,,
rollag_04gk-sl_ahl_amg.trs,2,92,749.28,25,138.781,18.52,13,64.736,8.64,0,0.0,12,1,100.896,562.981,,
selbu_01um-02uk_amg_ifg_sb.trs,2,182,660.52,72,428.383,64.86,30,203.674,30.84,0,0.0,42,1,240.838,208.997,,
selbu_01um-jk_amg_ifg_sb.trs,2,134,629.0,12,50.087,7.96,5,23.752,3.78,0,0.0,7,1,203.368,391.888,,
selbu_02uk-jk_amg_ifg_sb.trs,2,101,464.84,11,79.919,17.19,3,38.866,8.36,0,0.0,8,1,150.173,269.839,,
selbu_03gm-04gk_sb_lh.trs,3,178,1440.0,78,1122.958,77.98,45,857.197,59.53,0,0.0,33,1,242.313,323.652,12.736,
selbu_03gm-jk_sb_lh.trs,2,38,810.0,3,37.528,4.63,1,3.28,0.4,0,0.0,2,1,673.433,122.836,,
selbu_04gk-jk_sb_lh.trs,2,89,737.72,7,22.693,3.08,2,4.358,0.59,0,0.0,5,1,552.175,161.3,,
sirdal_01um-02uk_amg_lh.trs,2,133,1204.64,83,856.667,71.11,31,485.38,40.29,0,0.0,52,1,174.907,350.408,,
sirdal_01um-sl_amg_lh.trs,2,148,935.0,27,160.33,17.15,8,42.918,4.59,0,0.0,19,1,173.752,676.557,,
sirdal_02uk-mi_amg_lh.trs,2,64,876.0,8,47.104,5.38,3,14.263,1.63,0,0.0,5,1,133.734,717.892,,
sirdal_03gm-04gk_eo_lh.trs,2,199,1147.04,126,889.81,77.57,79,667.59,58.2,0,0.0,47,1,110.869,360.998,,
sirdal_03gm-mi_eo_lh.trs,2,110,753.24,18,84.857,11.27,8,51.224,6.8,0,0.0,10,1,219.672,467.415,,
sirdal_04gk-sl_eo_lh.trs,2,101,633.36,35,263.962,41.68,14,99.432,15.7,0,0.0,21,1,98.096,428.343,,
skaugdalen_36-43_hl_kk_ifg.trs,2,406,1524.96,208,1214.395,79.63,78,761.801,49.96,0,0.0,130,1,406.516,346.018,,
skaugdalen_37-39_sb_kk.trs,2,275,1543.2,147,1277.738,82.8,95,1010.267,65.47,0,0.0,52,1,184.932,340.558,,
skaugdalen_37-pmk_sb_kk.trs,2,91,959.52,24,119.807,12.49,16,91.476,9.53,0,0.0,8,1,751.862,112.368,,
skaugdalen_43-pmk_hl_kk.trs,2,134,656.16,27,166.766,25.42,15,110.043,16.77,0,0.0,12,1,297.104,239.832,,
skreia_01um-02uk_amg_lh_as.trs,2,438,1502.24,170,944.408,62.87,93,666.314,44.35,0,0.0,77,1,459.376,329.449,,
skreia_01um-as_amg_as.trs,2,43,589.32,6,35.696,6.06,4,20.099,3.41,0,0.0,2,1,80.862,475.959,,
skreia_02uk-as_amg_as.trs,2,42,729.6,10,59.147,8.11,5,33.821,4.64,0,0.0,5,1,42.664,640.357,,
skreia_03gm-04gk_amg_as.trs,2,233,1105.08,101,760.813,68.85,60,540.288,48.89,0,0.0,41,1,254.01,299.884,,
skreia_03gm-sl_amg_as.trs,2,169,609.0,44,179.395,29.46,20,88.465,14.53,0,0.0,24,1,157.796,345.962,,
skreia_04gk-sl_amg_as.trs,2,87,726.88,29,118.707,16.33,13,53.145,7.31,0,0.0,16,1,105.168,564.06,,
soemna_01um-02uk_sb_eo.trs,2,489,2551.04,228,1832.13,71.82,145,1438.945,56.41,0,0.0,83,1,698.146,394.49,,
soemna_01um-ov_sb_eo.trs,2,80,401.48,15,53.257,13.27,7,29.0,7.22,0,0.0,8,1,265.201,87.367,,
soemna_02uk-ov_sb_eo.trs,2,53,408.76,6,29.535,7.23,3,14.094,3.45,0,0.0,3,1,267.881,113.717,,
soemna_03gm-04gk_kk_ifg.trs,3,294,2268.12,171,1682.085,74.16,117,1315.522,58.0,0,0.0,54,1,446.824,292.268,121.49,
soemna_03gm-ov_kk_sb.trs,2,130,1051.32,29,215.974,20.54,20,177.823,16.91,0,0.0,9,1,135.667,724.778,,
soemna_04gk-ov_kk_sb.trs,2,112,1236.8,39,279.445,22.59,21,187.711,15.18,0,0.0,18,1,893.798,143.799,,
sokndal_01um-02uk_ahl_lh.trs,2,321,1448.6,150,1080.763,74.61,60,597.769,41.27,0,0.0,90,1,404.742,445.374,,
sokndal_01um-jbj_ahl_lh.trs,2,96,749.48,14,153.528,20.48,6,75.152,10.03,0,0.0,8,1,172.412,498.125,,
sokndal_02uk-sr_ahl_lh.trs,2,171,769.32,50,207.866,27.02,23,110.38,14.35,0,0.0,27,1,178.065,480.875,,
sokndal_03gm-04gk_sb_ahl_amg.trs,3,374,1646.24,269,1460.876,88.74,206,1248.385,75.83,0,0.0,63,1,146.124,250.348,,
sokndal_03gm-jbj_sb_ahl.trs,2,193,949.76,44,307.292,32.35,24,200.224,21.08,0,0.0,20,1,567.954,162.79,,
sokndal_04gk-jbj_sb_ahl_amg.trs,3,109,632.92,29,214.077,33.82,17,134.904,21.31,0,0.0,12,1,412.43,82.786,,1.05
stamsund_01um-02uk_ahl_sb.trs,3,268,2562.8,138,2190.991,85.49,101,1928.532,75.25,0,0.0,37,1,360.112,252.574,,4.149
stamsund_01um-ov_ahl_sb.trs,2,87,445.24,13,69.356,15.58,6,27.821,6.25,0,0.0,7,1,180.006,219.742,,
stamsund_02uk-ov_ahl_sb.trs,2,78,536.08,15,93.672,17.47,10,62.812,11.72,0,0.0,5,1,149.52,323.748,,
stamsund_03gm-04gk_sb_amg.trs,4,384,2613.84,207,2305.942,88.22,127,1914.254,73.24,0,0.0,80,1,329.085,305.08,38.426,2.528
stamsund_03gm-ov_sb_amg.trs,2,83,744.64,7,79.688,10.7,2,26.543,3.56,0,0.0,5,1,619.834,94.524,,
stamsund_04gk-ov_sb_amg.trs,2,95,982.28,14,219.6,22.36,8,200.221,20.38,0,0.0,6,1,683.924,98.135,,
stange_02uk-03gm_amg_as.trs,2,156,1904.84,118,1772.536,93.05,99,1684.38,88.43,0,0.0,19,1,86.316,104.712,,
stange_02uk-aml_amg_as.trs,2,80,721.44,24,150.878,20.91,12,110.172,15.27,0,0.0,12,1,95.998,515.27,,
stange_03gm-aml_amg_as.trs,2,49,679.12,14,98.153,14.45,10,83.684,12.32,0,0.0,4,1,51.467,543.969,,
stange_06uk-07gm_mi_as.trs,3,146,1138.36,101,1004.621,88.25,72,889.329,78.12,0,0.0,29,1,97.187,144.809,7.035,
stange_06uk-aml_mi_as.trs,2,75,590.04,26,225.189,38.17,14,163.409,27.69,0,0.0,12,1,109.765,307.113,,
stange_07gm-aml_mi_as.trs,2,106,743.8,39,246.75,33.17,26,198.601,26.7,0,0.0,13,1,98.075,447.124,,
stavanger_01um-02uk_sr_ahl_lh.trs,2,420,1411.32,125,709.193,50.25,62,441.572,31.29,0,0.0,63,1,502.311,467.437,,
stavanger_01um-ks_ahl_sr.trs,2,81,586.6,20,82.224,14.02,9,35.982,6.13,0,0.0,11,1,145.571,405.047,,
stavanger_02uk-sr_sb_ahl.trs,2,81,613.4,13,89.998,14.67,5,27.759,4.53,0,0.0,8,1,414.773,165.717,,
stavanger_03gm-04gk_ahl_sr.trs,2,249,869.52,117,607.566,69.87,81,497.641,57.23,0,0.0,36,1,268.827,103.052,,
stavanger_03gm-ks_ahl_sr.trs,2,150,868.84,21,75.806,8.72,10,44.191,5.09,0,0.0,11,1,55.657,763.177,,
stavanger_04gk-sr_ahl_sr_amg.trs,2,94,1080.0,15,52.283,4.84,10,38.981,3.61,0,0.0,5,1,119.962,893.966,,
steigen_01um-02uk_kk_sb.trs,2,138,1246.44,87,1079.548,86.61,60,914.669,73.38,0,0.0,27,1,163.488,166.524,,
steigen_01um-kb_kk_sb.trs,2,95,626.56,26,138.549,22.11,8,38.923,6.21,0,0.0,18,1,393.567,188.751,,
steigen_02uk-kb_kk_sb.trs,2,76,621.36,24,233.799,37.63,13,92.245,14.85,0,0.0,11,1,433.948,79.481,,
steigen_03gm-04gk_kk_ifg.trs,3,243,1886.76,167,1573.842,83.42,130,1349.992,71.55,0,0.0,37,1,208.364,223.445,,
steigen_03gm-kb_kk_ifg.trs,2,108,991.76,44,329.692,33.24,21,121.921,12.29,0,0.0,23,1,716.476,123.593,,
steigen_04gk-kb_kk_ifg_sb.trs,2,149,840.64,64,337.702,40.17,29,189.532,22.55,0,0.0,35,1,403.567,151.141,,
stokkoeya_24-29_hl_kk_lh.trs,2,324,1273.16,182,936.223,73.54,113,642.109,50.43,0,0.0,69,1,204.041,419.14,,
stokkoeya_24-aml_hl_kk_ifg.trs,2,197,869.2,44,174.827,20.11,22,95.615,11.0,0,0.0,22,1,219.014,550.636,,
stokkoeya_29-aml_hl_kk_ifg.trs,2,83,872.72,23,154.886,17.75,13,69.678,7.98,0,0.0,10,1,59.634,740.598,,
stokkoeya_31-33_ifg_hl_eo.trs,2,226,974.32,73,552.232,56.68,21,214.334,22.0,0,0.0,52,1,398.953,340.748,,
stokkoeya_33-pmk_ifg_kk_eo.trs,2,128,859.2,13,138.413,16.11,5,59.975,6.98,0,0.0,8,1,440.164,349.747,,
stonglandseidet_47-50_lh_as.trs,3,156,1616.6,96,1424.909,88.14,65,1236.681,76.5,0,0.0,31,1,246.111,113.893,16.696,
stonglandseidet_47-jbj_lh_as.trs,2,122,1190.28,29,197.278,16.57,18,123.485,10.37,0,0.0,11,1,153.572,911.148,,
stonglandseidet_50-jbj_lh_as.trs,2,108,694.24,40,306.324,44.12,24,196.276,28.27,0,0.0,16,1,88.284,409.68,,
stranda_01um-02uk_hl_eo.trs,3,288,1820.08,137,1401.894,77.02,70,978.302,53.75,0,0.0,67,1,349.82,440.997,12.424,
stranda_01um-ta_hl_kk.trs,2,88,714.0,39,209.993,29.41,16,94.16,13.19,0,0.0,23,1,442.028,152.053,,
stranda_02uk-ta_hl_kk.trs,2,79,562.52,27,183.766,32.67,14,102.482,18.22,0,0.0,13,1,245.212,192.537,,
stranda_03gm-04gk_sb_ifg.trs,2,476,1792.52,303,1504.148,83.91,189,1143.07,63.77,0,0.0,114,1,289.157,333.036,,
stranda_03gm-ta_sb_ifg.trs,2,122,652.52,42,172.523,26.44,23,88.22,13.52,0,0.0,19,1,387.163,162.017,,
stranda_04gk-ta_sb_kk.trs,2,138,622.52,42,231.302,37.16,25,127.662,20.51,0,0.0,17,1,377.654,71.045,,
stryn_01um-02uk_sr_lh.trs,3,418,1743.04,192,1190.131,68.28,87,754.453,43.28,0,0.0,105,1,562.487,389.98,16.745,
stryn_01um-as_sr_as.trs,2,44,636.72,7,56.225,8.83,0,0.0,0.0,0,0.0,7,1,122.04,504.187,,
stryn_02uk-as_sr_lh_eo.trs,2,77,487.2,8,48.469,9.95,3,21.515,4.42,0,0.0,5,1,299.754,150.001,,
stryn_03gm-04gk_sb_lh.trs,3,207,1421.12,82,880.218,61.94,53,721.569,50.77,0,0.0,29,1,298.798,276.768,4.221,
stryn_03gm-as_sb_lh.trs,2,59,633.12,12,84.588,13.36,1,6.516,1.03,0,0.0,11,1,137.913,473.596,,
stryn_04gk-as_sb_hcfh_lh.trs,2,92,610.44,18,76.63,12.55,7,29.65,4.86,0,0.0,11,1,171.811,403.661,,
suldal_01um-02uk_ahl_amg.trs,3,316,1607.52,163,1109.727,69.03,83,633.246,39.39,0,0.0,80,1,378.175,559.851,4.126,
suldal_01um-sr_ahl_lh.trs,2,82,649.92,9,53.378,8.21,4,31.135,4.79,0,0.0,5,1,159.978,413.368,,
suldal_02uk-ks_ahl_lh.trs,2,76,649.72,18,142.494,21.93,7,40.376,6.21,0,0.0,11,1,117.009,486.707,,
suldal_03gm-04gk_sb_amg.trs,2,419,1634.632,269,1314.692,80.43,176,1036.897,63.43,0,0.0,93,1,190.999,404.947,,
suldal_03gm-sr_sb_amg.trs,2,165,872.103,31,102.137,11.71,12,33.898,3.89,0,0.0,19,1,571.261,259.075,,
surnadal_18-19_ifg_sb.trs,2,242,1431.84,153,1161.441,81.12,98,919.072,64.19,0,0.0,55,1,325.926,172.748,,
surnadal_18-jbj_ifg_sb.trs,2,150,1078.08,49,215.591,20.0,18,81.705,7.58,0,0.0,31,1,154.097,777.267,,
surnadal_19-jbj_ifg_sb.trs,3,148,975.0,41,278.708,28.59,19,119.806,12.29,0,0.0,22,1,154.477,671.915,0.781,
surnadal_28-29_eo_sb.trs,2,330,1523.52,103,790.579,51.89,32,347.335,22.8,0,0.0,71,1,405.701,610.704,,
surnadal_28-sl_eo_sb.trs,2,110,442.56,20,79.212,17.9,7,32.549,7.35,0,0.0,13,1,173.995,168.607,,
surnadal_29-sl_eo_sb.trs,2,114,410.4,19,85.567,20.85,5,23.705,5.78,0,0.0,14,1,200.44,177.318,,
sylling_01um-02uk_ahl_lh.trs,3,349,1567.68,180,1113.339,71.02,80,647.868,41.33,0,0.0,100,1,452.865,458.883,2.269,
sylling_01um-ahl_ahl_amg.trs,3,39,773.76,6,19.253,2.49,2,8.848,1.14,0,0.0,4,1,41.099,697.724,9.038,
sylling_02uk-ahl_ahl_lh.trs,2,149,1119.36,27,119.677,10.69,10,59.068,5.28,0,0.0,17,1,118.091,916.208,,
sylling_03gm-04gk_ifg_amg.trs,3,188,1422.24,146,1262.052,88.74,106,1144.396,80.46,0,0.0,40,1,165.151,84.434,,
sylling_03gm-ahl_ifg_amg.trs,2,22,1138.56,3,8.805,0.77,1,1.22,0.11,0,0.0,2,1,23.615,1080.696,,
sylling_04gk-ahl_ifg_amg.trs,2,62,910.08,12,171.916,18.89,2,34.342,3.77,0,0.0,10,1,50.729,803.951,,
tana_01um-02uk_hl_eo.trs,2,213,2636.32,121,2159.627,81.92,62,1533.624,58.17,0,0.0,59,1,344.064,679.383,,
tana_01um-ov_hl_eo.trs,2,77,570.2,8,65.571,11.5,4,26.655,4.67,0,0.0,4,1,196.566,320.341,,
tana_02uk-ov_hl_eo.trs,3,62,593.2,13,90.232,15.21,4,19.623,3.31,0,0.0,9,1,349.257,188.334,,
tana_03gm-04gk_kk_ifg.trs,3,418,2402.36,302,2035.058,84.71,225,1811.688,75.41,0,0.0,77,1,311.568,9.984,252.221,
tana_03gm-ov_kk_sb.trs,2,124,806.4,46,247.906,30.74,26,128.344,15.92,0,0.0,20,1,116.487,553.146,,
tana_04gk-ov_kk_sb.trs,2,114,633.92,47,282.624,44.58,26,150.555,23.75,0,0.0,21,1,111.141,360.37,,
time_01um-02uk_sr_amg.trs,3,306,1004.2,101,497.914,49.58,45,197.336,19.65,0,0.0,56,1,234.363,563.368,1.685,
time_01um-jbj_sr_amg.trs,2,236,823.64,16,67.869,8.24,4,14.938,1.81,0,0.0,12,1,346.447,460.099,,
time_02uk-sr_ahl_amg.trs,2,92,576.72,9,60.489,10.49,5,45.059,7.81,0,0.0,4,1,97.499,411.388,,
time_03gm-04gk_ahl_amg.trs,3,241,1809.96,105,1065.145,58.85,77,804.758,44.46,0,0.0,28,1,643.888,343.691,,
time_03gm-sr_sr_amg.trs,2,52,757.08,10,41.655,5.5,6,21.312,2.82,0,0.0,4,1,69.179,666.589,,
time_04gk-jbj_ahl_amg.trs,2,111,818.8,25,212.139,25.91,19,186.173,22.74,0,0.0,6,1,448.575,184.052,,
tinn_01um-05um_amg_lh.trs,2,245,1214.96,126,917.724,75.54,60,562.985,46.34,0,0.0,66,1,332.389,313.935,,
tinn_01um-sl_amg_as.trs,2,41,502.44,11,113.392,22.57,3,67.537,13.44,0,0.0,8,1,55.268,370.501,,
tinn_03gm-04gk_amg_lh.trs,2,208,1409.52,96,960.421,68.14,54,698.477,49.55,0,0.0,42,1,385.016,324.572,,
tinn_03gm-mi_amg_lh.trs,2,68,1215.0,11,76.328,6.28,3,14.553,1.2,0,0.0,8,1,80.657,1115.164,,
tinn_04gk-mi_amg_lh.trs,2,82,1087.6,11,86.965,8.0,2,33.553,3.09,0,0.0,9,1,919.409,134.638,,
tinn_05um-sl_amg_as.trs,2,69,882.16,7,88.04,9.98,2,58.994,6.69,0,0.0,5,1,109.339,691.336,,
todalen_01um-02uk_ifg_lh.trs,2,167,845.96,86,583.383,68.96,45,376.68,44.53,0,0.0,41,1,183.911,214.982,,
todalen_01um-ta_ifg_lh.trs,2,93,852.0,24,207.017,24.3,12,135.436,15.9,0,0.0,12,1,202.607,485.436,,
todalen_02uk-ta_ifg_lh.trs,2,78,666.0,23,159.783,23.99,5,19.445,2.92,0,0.0,18,1,253.865,348.048,,
todalen_03gm-04gk_sb_lh.trs,3,334,1938.0,188,1521.623,78.52,124,1214.195,62.65,0,0.0,64,1,354.388,333.936,2.363,
todalen_03gm-ta_sb_lh.trs,2,95,761.52,23,175.82,23.09,14,105.98,13.92,0,0.0,9,1,414.394,187.65,,
todalen_04gk-ta_sb_lh.trs,3,210,984.0,58,295.078,29.99,32,185.628,18.86,0,0.0,26,1,570.087,189.655,0.572,
tromsoe_01um-02uk_ahl_sb.trs,3,374,2334.44,238,1962.57,84.07,123,1346.208,57.67,0,0.0,115,1,498.183,450.733,,
tromsoe_01um-kb_ahl_ifg_sb.trs,2,84,642.32,25,108.418,16.88,11,55.637,8.66,0,0.0,14,1,127.101,441.363,,
tromsoe_02uk-kb_ahl_ifg_sb.trs,2,84,686.96,32,150.422,21.9,9,46.586,6.78,0,0.0,23,1,135.319,481.994,,
tromsoe_03gm-04gk_sb_kk_eo_akl.trs,3,326,2035.12,227,1836.912,90.26,167,1604.48,78.84,0,0.0,60,1,323.742,86.68,1.641,
tromsoe_03gm-kb_sb_kk_eo.trs,2,167,1136.12,74,510.79,44.96,48,327.047,28.79,0,0.0,26,1,703.032,80.595,,
