file,n_speakers_declared,total_turns,total_duration_sec,overlap_turns_original,overlap_sec_original,overlap_pct_original,overlap_turns_after_threshold,overlap_sec_after_threshold,overlap_pct_after_threshold,unresolved_multi_no_who_turns,unresolved_multi_no_who_sec,assigned_due_to_threshold_turns,words_threshold,sec_spk1,sec_spk2,sec_spk3,sec_spk4
hof_01um-02uk_ifg_eo.trs,2,514,1507.0,183,756.521,50.2,153,643.663,42.71,0,0.0,30,0,423.945,373.173,,
hof_01um-sb_ifg_eo.trs,2,163,822.72,37,169.343,20.58,35,161.664,19.65,0,0.0,2,0,87.442,567.152,,
hof_02uk-sb_ifg_eo.trs,2,64,722.68,9,58.643,8.11,9,58.643,8.11,0,0.0,0,0,86.085,568.499,,
hof_03gm-04gk_eo_sb.trs,2,627,1718.76,310,1212.288,70.53,283,1132.753,65.91,0,0.0,27,0,187.118,386.13,,
hof_04gk-sb_eo_sb.trs,2,248,877.32,80,260.392,29.68,79,259.676,29.6,0,0.0,1,0,556.894,49.661,,
hyllestad_01um-ov_ifg_lh_eo.trs,2,100,614.88,17,69.047,11.23,15,60.342,9.81,0,0.0,2,0,399.044,119.968,,
hyllestad_02uk-ov_ifg_lh_eo.trs,2,96,509.36,27,133.654,26.24,24,120.049,23.57,0,0.0,3,0,80.044,282.582,,
hyllestad_03gm-04gk_ifg_lh_eo.trs,3,394,1903.28,242,1544.656,81.16,229,1506.714,79.16,0,0.0,13,0,155.966,169.62,0.406,
hyllestad_03gm-ov_ifg_lh_eo.trs,2,157,942.0,30,132.495,14.07,24,101.972,10.83,0,0.0,6,0,84.114,714.12,,
hyllestad_04gk-ov_ifg_lh_eo.trs,2,99,798.0,25,107.226,13.44,22,99.702,12.49,0,0.0,3,0,89.871,597.553,,
inderoey_01um-02uk_kk_sb.trs,2,260,1217.76,173,1036.897,85.15,162,1010.074,82.95,0,0.0,11,0,100.371,91.955,,
inderoey_01um-ta_kk_sb.trs,2,77,689.4,26,196.012,28.43,23,187.79,27.24,0,0.0,3,0,76.354,419.986,,
inderoey_02uk-ta_kk_sb.trs,2,111,651.28,41,222.849,34.22,37,199.586,30.65,0,0.0,4,0,335.84,103.354,,
inderoey_03gm-04gk_ifg_sb.trs,2,354,1372.32,189,1057.31,77.05,178,1025.504,74.73,0,0.0,11,0,169.706,167.237,,
inderoey_03gm-cbo_ifg_sb.trs,2,88,648.52,11,45.651,7.04,11,45.651,7.04,0,0.0,0,0,89.172,492.115,,
inderoey_04gk-cbo_ifg_sb.trs,2,112,645.04,19,84.319,13.07,18,83.319,12.92,0,0.0,1,0,74.695,476.469,,
jevnaker_01um-02uk_hcfh_mi_lh.trs,2,179,1266.0,98,906.754,71.62,88,840.271,66.37,0,0.0,10,0,180.581,102.288,,
jevnaker_01um-lh_hcfh_mi.trs,2,108,683.36,28,156.571,22.91,27,155.45,22.75,0,0.0,1,0,436.691,81.37,,
jevnaker_02uk-lh_hcfh_mi.trs,2,133,768.0,34,181.167,23.59,27,157.065,20.45,0,0.0,7,0,148.257,449.61,,
jevnaker_03gm-04gk_sb_mi.trs,2,299,1111.76,144,827.303,74.41,133,796.553,71.65,0,0.0,11,0,193.65,103.141,,
jevnaker_03gm-sr_sb_lh.trs,2,168,1066.92,15,100.438,9.41,14,99.762,9.35,0,0.0,1,0,778.476,114.808,,
jevnaker_04gk-sl_sb_lh.trs,2,125,612.68,30,120.911,19.73,26,104.579,17.07,0,0.0,4,0,389.399,93.185,,
joelster_01um-04gk_sb_lh.trs,3,144,1679.96,87,911.223,54.24,78,877.264,52.22,0,0.0,9,0,40.04,170.776,591.355,
joelster_01um-ov_lh_mi_lh.trs,3,85,674.56,10,60.46,8.96,8,52.519,7.79,0,0.0,2,0,159.386,462.655,,
joelster_02uk-03gm_sb_lh.trs,5,296,1814.36,177,1368.923,75.45,132,1135.992,62.61,0,0.0,45,0,180.601,307.285,99.348,
joelster_02uk-ov_lh_mi_lh.trs,2,97,629.12,16,86.915,13.82,12,60.897,9.68,0,0.0,4,0,144.878,404.959,,
joelster_03gm-ov_sb_lh.trs,2,58,968.48,10,126.084,13.02,9,123.552,12.76,0,0.0,1,0,102.796,738.173,,
joelster_04gk-ov_sb_lh.trs,2,75,589.4,18,98.069,16.64,18,98.069,16.64,0,0.0,0,0,52.79,408.89,,
